Project Id;Region;Country;Project Status;project_name;Project Development Objective;Implementing Agency;Consultant Services Required;Project URL;Board Approval Date;Project Closing Date;Financing Type;Current Project Cost
P161777;Africa East;Republic of Mozambique;Active;Mozambique Urban Sanitation Project;To increase access to safely managed sanitation services and strengthen municipal sanitation service delivery capacity in selected c ities.;National Directorate of Water Supply and Sanitation (DNAAS), Administração de Infraestruturas de Água e Saneamento (AIAS);;https://projects.worldbank.org/en/projects-operations/project-detail/P161777;2019-05-22T00:00:00Z;2024-09-30T00:00:00Z;;0
P164584;Africa East;Union of the Comoros;Active;Integrated Development and Competitiveness Project;To promote the development of Micro, Small and Medium Enterprises (MSMEs) and relevant value chain actors in the agriculture, touris m and associated sectors in Comoros;Ministry of Agriculture, Environment, Fisheries (MEAPE);TBD;https://projects.worldbank.org/en/projects-operations/project-detail/P164584;2019-05-20T00:00:00Z;2024-07-31T00:00:00Z;;0
P163645;Africa West;Islamic Republic of Mauritania;Active;Nouadhibou Eco-Seafood Cluster Project AF;<p>The objective of the proposed project is to support the development of a seafood cluster in Nouadhibou that promotes sustainable management of fisheries and generates value for the communities.</p>;Nouadhibou Free Zone Authority, NESC - Project Coordination Unit;Yes;https://projects.worldbank.org/en/projects-operations/project-detail/P163645;2019-05-17T00:00:00Z;;;0
P166390;Africa West;Republic of Sierra Leone;Active;Sierra Leone Energy Sector Utility Reform Project Additional Financing;The Project Development Objective is to improve the operational performance of the national electricity distribution utility.;Ministry of Energy, Electricity Distribution and Supply Authority (EDSA);No;https://projects.worldbank.org/en/projects-operations/project-detail/P166390;2019-05-17T00:00:00Z;;;0
P167352;Africa West;Republic of Niger;Active;AF-Niger Disaster Risk Management and Urban Development Project;The Project Development Objective (PDO) is to improve Niger’s resilience to natural hazards through selected disaster risk management interventions in targeted project sites and strengthening of Government's capacity to respond promptly and effectively to an eligible crisis or an emergency.;Cabinet du Premier Ministre;;https://projects.worldbank.org/en/projects-operations/project-detail/P167352;2019-05-17T00:00:00Z;;;0
P160672;Africa East;Kingdom of Lesotho;Active;Lesotho Lowlands Water Development Project - Phase II;"The Proposed Development Objectives are to: (a) increase water availability and access to improved water supply services in two prio rity zones; and (b) improve technical and financial performance of WASCO.";Lowlands Unit;Yes;https://projects.worldbank.org/en/projects-operations/project-detail/P160672;2019-05-17T00:00:00Z;2024-03-28T00:00:00Z;;0
P165855;Africa West;Central African Republic;Active;CAR-Agriculture Recovery and Agribusiness Development Support Project (ARADSP);Increase agriculture productivity of small scale farmers, strengthen capacity of micro, small and medium agribusiness enterprises in  the project area, and provide immediate and effective response in the event of an Eligible Crisis or Emergency;Ministry of Agriculture and Rural Development;TBD;https://projects.worldbank.org/en/projects-operations/project-detail/P165855;2019-05-17T00:00:00Z;2024-05-30T00:00:00Z;;0
P165507;Latin America and Caribbean;Republic of Haiti;Active;HT - AF to Providing an Education of Quality in Haiti;"The objectives of the Project are to: (i) strengthen public management of the education sector; (ii) improve learning conditions inselected public and non-public primary schools; and (iii) support enrollment of students in selected public and non-public primary schools.";"Ministère d’Education et Formation Professionnelle; MENFP";;https://projects.worldbank.org/en/projects-operations/project-detail/P165507;2019-05-16T00:00:00Z;;;0
P167512;Latin America and Caribbean;Republic of Haiti;Active;Strengthening Primary Health Care and Surveillance in Haiti;"The PDO of the proposed Project is to: (i) increase utilization of primary health care services in selected geographical areas; and (ii) strengthen surveillance capacity especially for cholera.";Ministère de la Santé Publique et de la Population;No;https://projects.worldbank.org/en/projects-operations/project-detail/P167512;2019-05-16T00:00:00Z;2024-12-31T00:00:00Z;;0
P165870;Latin America and Caribbean;Republic of Haiti;Active;Strengthening DRM and Climate Resilience Project;The Project Development Objective is to improve: (i) early warning and emergency evacuation capacity in selected municipalities in h igh climate risk-prone areas, and (ii) the provision of and accessibility to safe havens.;Ministry of Interior and Local authorities;TBD;https://projects.worldbank.org/en/projects-operations/project-detail/P165870;2019-05-16T00:00:00Z;2025-04-30T00:00:00Z;;0
P165872;East Asia and Pacific;Solomon Islands;Active;Urban Water Supply and Sanitation Sector Project;To increase access and quality of water supply and quality of sanitation services in selected service areas of Solomon Water, and to  improve the operational performance of Solomon Water.;Solomon Islands Water Authority;TBD;https://projects.worldbank.org/en/projects-operations/project-detail/P165872;2019-05-16T00:00:00Z;2027-06-30T00:00:00Z;;0
P164764;Africa East;Republic of Zambia;Active;Transforming Landscapes for Resilience and Development in Zambia;To improve natural resource management in select districts to support sustainable livelihoods, and in the event of an eligible crisi s or emergency, to provide immediate and effective response to the eligible crisis or emergency.;National Project Coordination Unit, Ministry of National Development Planning;;https://projects.worldbank.org/en/projects-operations/project-detail/P164764;2019-05-15T00:00:00Z;2025-12-31T00:00:00Z;;0
P166220;Middle East and North Africa;Republic of Djibouti;Active;Integrated Cash Transfer and Human Capital Project;"The Project Development Objectives are to support: i) an expanded and enhanced social safety nets system; ii) access to basic servic es in targeted poor communities, and iii) a rapid targeted food security safety net response to the COVID-19 pandemic.Note: for th e purpose of the PDO statement, ""enhanced"" is taken to mean (i) improved targeting of program beneficiaries, (ii) an enlarged social  registry, and (iii) effective accompanying measures in conjunction with conditional cash transfers.";Ministry of Social Affairs and Solidarity;Yes;https://projects.worldbank.org/en/projects-operations/project-detail/P166220;2019-05-15T00:00:00Z;2023-12-31T00:00:00Z;;0
P167581;South Asia;Republic of India;Active;Andhra Pradesh Health Systems Strengthening Project;The Project Development Objectives are to improve the quality and responsiveness of public health services and increase access of th e population to an expanded package of primary health services.;Department of Health, Medical and Family Welfare, Govt. of Andhra Pradesh;;https://projects.worldbank.org/en/projects-operations/project-detail/P167581;2019-05-15T00:00:00Z;2024-09-30T00:00:00Z;;0
P165147;Europe and Central Asia;Republic of Kosovo;Active;Kosovo Financial Sector Strengthening Project;The objective of the Project is to improve access to finance for Micro, Small and Medium Size Enterprises by strengthening the finan cial and technical capacity of the Kosovo Credit Guarantee Fund.;Kosovo Credit Guarantee Fund, Central Bank of Kosovo;;https://projects.worldbank.org/en/projects-operations/project-detail/P165147;2019-05-14T00:00:00Z;2023-12-31T00:00:00Z;;0
P170241;Middle East and North Africa;Republic of Yemen;Active;Emergency Crisis Response Project Fourth Additional Financing;"The Project Development Objective is to provide short-term employment and access to selected basic services to the most vulnerable; preserve existing implementation capacity of service delivery programs; and provide emergency cash transfers to the poor and vulnera ble in response to the food crisis.";UNDP, UNICEF;TBD;https://projects.worldbank.org/en/projects-operations/project-detail/P170241;2019-05-14T00:00:00Z;;;0
P167195;Middle East and North Africa;Republic of Yemen;Active;Yemen Emergency Health and Nutrition Project Third Additional Financing;To contribute to the provision of basic health, essential nutrition, water and sanitation services for the benefit of the population  of the Republic of Yemen.;United Nations Children's Fund, World Health Organization;TBD;https://projects.worldbank.org/en/projects-operations/project-detail/P167195;2019-05-14T00:00:00Z;;;0
P161382;East Asia and Pacific;Republic of the Marshall Islands;Active;Marshall Islands Maritime Investment Project;To improve the safety, efficiency and climate resilience of maritime infrastructure and operations in the Recipient's territory, and  in the event of an Eligible Crisis or Emergency, to provide an immediate response to the Eligible Crisis or Emergency.;Republic of Marshall Islands Port Authority;Yes;https://projects.worldbank.org/en/projects-operations/project-detail/P161382;2019-05-09T00:00:00Z;2024-08-01T00:00:00Z;;0
P163922;East Asia and Pacific;Federated States of Micronesia;Active;Federated States of Micronesia Maritime Investment Project;To improve the safety, efficiency and climate resilience of maritime infrastructure and operations in the Recipient's territory, and  in the event of an Eligible Crisis or Emergency, to provide an immediate response to the Eligible Crisis or Emergency.;Department of Transportation, Communication & Infrastructure, Department of Environment, Climate Change and Emergency Management, Department of Justice;Yes;https://projects.worldbank.org/en/projects-operations/project-detail/P163922;2019-05-09T00:00:00Z;2024-08-01T00:00:00Z;;0
P169158;Europe and Central Asia;Republic of Armenia;Active;LIFELINE ROAD NETWORK IMPROVEMENT PROJECT - Second Additional Financing;The Project Development Objective is to improve access of rural communities to markets and services through upgrading of selected li feline roads, and to strengthen the capacity of the Borrower's line ministry in charge of roads to manage the lifeline road network.;Ministry of Transport, Communications and Information Technologies;Yes;https://projects.worldbank.org/en/projects-operations/project-detail/P169158;2019-05-08T00:00:00Z;;;0
